Theta	Phi	Total-adj
114	38	-2.820105278
115	38	0.135314158
116	38	2.212118866
117	38	2.879127464
118	38	3.403176233
119	38	0.887342108
120	38	-0.220734036
121	38	0.763377784
122	38	3.012725839
123	38	4.067224255
124	38	2.209011946
125	38	4.035184641
126	38	2.312419059
127	38	4.036472511
128	38	0.888898811
129	38	2.327156725
130	38	1.700564594
131	38	2.829624505
132	38	1.437970421
133	38	0.556642653
134	38	0.43318464
135	38	4.395116361
136	38	5.176811641
137	38	3.369699721
138	38	2.713771355
139	38	1.57276161
140	38	1.067413709
141	38	5.33445283
142	38	7.611873363
143	38	6.641342477
144	38	3.772021075
145	38	5.285625034
146	38	5.553460861
147	38	3.747063158
148	38	5.565853498
149	38	6.747593421
150	38	5.687036083
151	38	4.696684161
152	38	0.921161695
153	38	0.108403804
154	38	0.312958299
155	38	-5.635001158
156	38	-4.762623629
157	38	-6.986239547
158	38	-12.32713289
159	38	-8.495685672
160	38	-10.42170987
161	38	-7.913830766
162	38	-5.549320169
163	38	-7.276805776
164	38	-9.21811614
165	38	-7.931300042
166	38	-11.7846443
167	38	-10.69052082
168	38	-8.813398666
169	38	-11.67484592
170	38	-10.49858553
171	38	-8.08482258
172	38	-10.12349181
173	38	-8.20680385
174	38	-3.324411561
175	38	-2.415278738
176	38	-2.503951885
177	38	2.162745032
178	38	2.044205411
179	38	-0.030672945
180	38	2.08886462
0	39	-1.896774041
1	39	-2.036870332
2	39	-2.070226639
3	39	-0.732312246
4	39	-2.494573096
5	39	1.230376722
6	39	2.708254994
7	39	-7.111809441
8	39	-15.09928538
9	39	-10.36137995
10	39	-10.28873902
11	39	1.991068953
12	39	-4.877176217
13	39	-7.746163128
14	39	-6.574579923
15	39	-5.667766149
16	39	-3.938073017
17	39	-7.760881096
18	39	-9.016781916
19	39	-6.403496534
20	39	-0.793347987
21	39	-1.093871798
22	39	3.327156127
23	39	2.286752704
24	39	0.61571185
25	39	-0.210792758
26	39	-7.681297338
27	39	-5.20062983
28	39	-4.519386905
29	39	-3.373737653
30	39	-11.33375726
31	39	-8.310369319
32	39	-7.499924871
33	39	-11.95027998
34	39	-9.715172372
35	39	-11.65253636
36	39	-8.429474417
37	39	-12.82967051
38	39	-2.309483304
39	39	-6.338164545
40	39	-7.156093086
41	39	-1.788922841
42	39	1.945422228
43	39	1.126812234
44	39	2.368858015
45	39	3.155376371
46	39	3.822025707
47	39	0.610892907
48	39	2.053354324
49	39	2.539293511
50	39	1.399964909
51	39	3.149533994
52	39	3.762782883
53	39	1.798561056
54	39	2.403105651
55	39	5.201532439
56	39	2.120055929
57	39	4.266030802
58	39	4.813122358
59	39	5.566824698
60	39	4.72270991
61	39	2.309077831
62	39	2.843369517
63	39	3.03664091
64	39	3.966603234
65	39	2.591607771
66	39	1.973770452
67	39	2.555360901
68	39	2.109355744
69	39	2.676014789
70	39	2.07278636
71	39	2.229316535
72	39	1.029686482
73	39	2.806913416
74	39	2.578109197
75	39	2.886564699
76	39	-10.36773804
77	39	-20.33952951
78	39	-18.90389894
79	39	-18.49814285
80	39	-5.263163887
81	39	-5.610472111
82	39	-8.502795538
83	39	-7.053022944
84	39	-10.62587521
85	39	-10.8991648
86	39	-10.13098473
87	39	-10.17710808
88	39	-10.21708817
89	39	-15.27595971
90	39	-13.43689291
91	39	-15.06136848
92	39	-33.85263303
93	39	-29.28604241
94	39	-26.6931222
95	39	-31.22593202
96	39	-46.97134554
97	39	-39.5427489
98	39	-32.5260078
99	39	-43.4433572
100	39	-41.99601146
101	39	-84.26958932
102	39	-7.497334372
103	39	-39.98577833
104	39	-42.98992848
105	39	-39.58798995
106	39	-29.22646045
107	39	-30.64100125
108	39	-18.67441475
109	39	-8.659663741
110	39	-16.50609655
111	39	-16.55575011
112	39	-15.33550838
113	39	-15.05467551
114	39	-11.32664819
115	39	2.484027693
116	39	1.643764294
117	39	2.265182854
118	39	3.024450985
119	39	3.357266631
120	39	3.474955697
121	39	2.442411693
122	39	2.070412929
123	39	3.106989207
124	39	2.442708996
125	39	3.613086394
126	39	3.624952432
127	39	5.397539956
128	39	2.681894722
129	39	1.424767818
130	39	2.077207258
131	39	0.774587773
132	39	2.451662329
133	39	2.317424975
134	39	1.753681786
135	39	1.841104168
136	39	0.224795959
137	39	-0.922458206
138	39	2.307024251
139	39	1.812405743
140	39	2.138317625
141	39	2.519777268
142	39	6.565415565
143	39	5.474579519
144	39	5.585837367
145	39	7.872974825
146	39	4.90566112
147	39	1.386060607
148	39	1.71295641
149	39	2.050343607
150	39	-1.007071727
151	39	4.797335854
152	39	-0.270922455
153	39	0.671857023
154	39	-1.996621047
155	39	1.034394671
156	39	-6.551621438
157	39	-13.91937562
158	39	-7.937005193
159	39	-14.26144669
160	39	-13.64074933
161	39	-9.828706279
162	39	-4.143294023
163	39	-5.417186669
164	39	-6.242840457
165	39	-5.569459345
166	39	-7.924907893
167	39	-3.379116567
168	39	-14.0822145
169	39	-10.09477275
170	39	-9.574324124
171	39	-9.14957099
172	39	-14.41650312
173	39	-4.252385985
174	39	2.004318671
175	39	-1.375905795
176	39	-0.394176722
177	39	2.417581822
178	39	1.917693523
179	39	2.09074795
180	39	2.088616822
0	40	-1.896494918
1	40	-2.33606212
2	40	-1.925522005
3	40	-0.640454516
4	40	-0.16227523
5	40	-1.90343053
6	40	-2.079949792
7	40	-7.035496908
8	40	-10.41042726
9	40	-13.89476382
10	40	-6.877495889
11	40	-2.447540242
12	40	-8.001565092
13	40	-9.984752661
14	40	-5.793749219
15	40	-5.31997021
16	40	-6.868904917
17	40	-1.138278738
18	40	-7.049018233
19	40	4.436348503
20	40	-0.494834925
21	40	-3.624986098
22	40	2.861323271
23	40	-1.532775799
24	40	1.80696847
25	40	-6.344874588
26	40	6.524559602
27	40	-1.05621126
28	40	-5.596986593
29	40	-4.97031276
30	40	-5.027624821
31	40	-4.946150272
32	40	-4.840941568
33	40	-7.697418255
34	40	-7.907184818
35	40	-9.452592876
36	40	-7.880001238
37	40	-12.30858881
38	40	-3.92915696
39	40	-7.722931662
40	40	-5.783051113
41	40	-6.3054052
42	40	-3.709170754
43	40	1.487733499
44	40	-7.415633729
45	40	7.060182158
46	40	0.953170581
47	40	2.484976949
48	40	0.022681786
49	40	-0.082257531
50	40	1.30839989
51	40	2.915990521
52	40	5.614770814
53	40	1.42902253
54	40	1.945430781
55	40	1.923886923
56	40	0.591050808
57	40	1.816064445
58	40	2.079656971
59	40	2.68534342
60	40	5.846006166
61	40	0.776387989
62	40	2.897613019
63	40	4.906017806
64	40	3.930496576
65	40	1.550265951
66	40	2.508128649
67	40	3.282017806
68	40	1.455360941
69	40	1.892334654
70	40	2.86510681
71	40	2.697795679
72	40	2.512449069
73	40	3.023514025
74	40	3.389910818
75	40	2.627554272
76	40	-18.07805381
77	40	-18.24647956
78	40	-16.50752592
79	40	-17.41551874
80	40	-16.06949134
81	40	-10.38116164
82	40	-12.19257556
83	40	-15.63009561
84	40	-8.180089784
85	40	-13.00592635
86	40	-17.43435351
87	40	-20.60268378
88	40	-17.08702599
89	40	-9.379912213
90	40	-3.63080599
91	40	-18.94062738
92	40	-38.32635825
93	40	-34.58036258
94	40	-33.6474034
95	40	-35.95599936
96	40	-246.9897
97	40	-31.81330394
98	40	-28.36904536
99	40	-42.35068435
100	40	-41.6676054
101	40	-246.9897
102	40	0.10136689
103	40	-28.5628689
104	40	-24.61816611
105	40	-27.77061965
106	40	-26.1490208
107	40	-2.750692252
108	40	-16.5664378
109	40	-13.53353648
110	40	-14.46203124
111	40	-14.21037019
112	40	-8.717838885
113	40	-9.775624172
114	40	-3.752795062
115	40	-1.368530084
116	40	2.807307979
117	40	3.383141451
118	40	2.78123108
119	40	0.811468934
120	40	3.397268248
121	40	2.00203956
122	40	2.195921049
123	40	3.777636202
124	40	2.287129477
125	40	4.095968883
126	40	3.147801542
127	40	3.332552823
128	40	2.710588723
129	40	3.472160678
130	40	2.511406845
131	40	3.41268411
132	40	3.177132123
133	40	3.67554598
134	40	3.662432402
135	40	2.245852859
136	40	2.23900863
137	40	4.998588115
138	40	3.341607994
139	40	5.401745172
140	40	6.604882971
141	40	4.531538926
142	40	8.022224798
143	40	6.395269025
144	40	4.947271051
145	40	6.119853191
146	40	1.437203636
147	40	1.674855722
148	40	3.717334604
149	40	1.879622576
150	40	5.522262846
151	40	3.116135661
152	40	-0.626347987
153	40	-0.720464004
154	40	-4.383750198
155	40	-2.335680866
156	40	-6.945541321
157	40	-11.02358779
158	40	-5.283508777
159	40	-8.222339662
160	40	-12.78198501
161	40	-13.51907794
162	40	-9.196576582
163	40	0.260910051
164	40	-0.537458126
165	40	-1.003954346
166	40	-5.684948937
167	40	-9.297717878
168	40	-10.6038198
169	40	-5.637784228
170	40	-6.604008372
171	40	-7.300145186
172	40	-10.02121693
173	40	-4.326109217
174	40	3.87674819
175	40	-4.212710243
176	40	-0.519246654
177	40	0.995605277
178	40	0.285439333
179	40	1.977690176
180	40	2.088738125
0	41	-1.896577659
1	41	-2.229031982
2	41	-2.047521688
3	41	-0.685686246
4	41	0.443973974
5	41	0.531592771
6	41	-2.342649632
7	41	-5.513576389
8	41	-6.0370965
9	41	-7.875938711
10	41	-7.620709649
11	41	-12.5139178
12	41	-10.27805683
13	41	-5.494395639
14	41	-5.949983995
15	41	-4.604725542
16	41	-7.619181968
17	41	-8.493286686
18	41	-6.163896458
19	41	0.120787454
20	41	0.739248657
21	41	3.897891352
22	41	4.721148005
23	41	5.535509526
24	41	4.910395169
25	41	2.070692872
26	41	0.953370545
27	41	-1.016094154
28	41	-8.599764526
29	41	-9.114560011
30	41	-2.268058632
31	41	-4.23962572
32	41	-4.720085145
33	41	-19.97496057
34	41	-10.04169958
35	41	-8.18713538
36	41	-7.661840058
37	41	-8.457636015
38	41	-10.75552117
39	41	-0.328302983
40	41	-7.149540496
41	41	-3.061287992
42	41	3.480965304
43	41	4.32654674
44	41	4.711634129
45	41	2.936641187
46	41	1.164726481
47	41	-1.934516391
48	41	3.133102913
49	41	1.394142296
50	41	0.966540264
51	41	2.395563757
52	41	4.158449791
53	41	4.301335629
54	41	3.695449791
55	41	2.473854814
56	41	-0.007507891
57	41	3.238513599
58	41	2.879984873
59	41	2.640910818
60	41	2.267094354
61	41	1.470615344
62	41	1.977057076
63	41	2.795854953
64	41	1.884272553
65	41	2.845109627
66	41	3.014216094
67	41	4.41932286
68	41	3.732072319
69	41	2.450344553
70	41	3.640441896
71	41	2.594266882
72	41	3.653671258
73	41	4.527851222
74	41	2.787449151
75	41	0.725513011
76	41	-10.48283592
77	41	-26.75755496
78	41	-27.87913962
79	41	-20.88147352
80	41	4.90015387
81	41	-7.259044303
82	41	-9.617600034
83	41	-5.925241218
84	41	-10.23669717
85	41	-16.62897896
86	41	-16.50151377
87	41	-15.38763183
88	41	-14.69723962
89	41	-9.959334372
90	41	-9.322628088
91	41	-0.033443823
92	41	-26.94776677
93	41	-10.39651747
94	41	-34.3860064
95	41	-36.9061179
96	41	-38.55645278
97	41	-41.48200609
98	41	-15.42985999
99	41	-41.78594004
100	41	-84.58684153
101	41	-30.78348699
102	41	-35.20006412
103	41	-52.40846568
104	41	-25.26790275
105	41	-9.323672105
106	41	-15.7327534
107	41	-39.53845262
108	41	-12.49096559
109	41	-10.71134227
110	41	-16.6761212
111	41	-19.11521873
112	41	-6.442108988
113	41	-6.53405619
114	41	-5.338746618
115	41	-1.596715357
116	41	2.341486531
117	41	5.281847607
118	41	3.12447356
119	41	1.686919008
120	41	3.094611169
121	41	1.73441643
122	41	1.354424995
123	41	4.698597546
124	41	2.520525215
125	41	4.300339402
126	41	5.973543729
127	41	3.731471448
128	41	4.409384037
129	41	5.076899805
130	41	4.427869448
131	41	3.415699721
132	41	3.161006915
133	41	3.062456898
134	41	2.928246631
135	41	4.331288834
136	41	5.074661401
137	41	3.697699721
138	41	3.382048865
139	41	4.28976313
140	41	3.597403212
141	41	9.664469205
142	41	4.814654122
143	41	7.748099149
144	41	5.425773779
145	41	3.3319305
146	41	0.395058625
147	41	2.763595088
148	41	3.16292825
149	41	-0.166497683
150	41	4.924765997
151	41	0.843668999
152	41	0.358374779
153	41	-2.271347589
154	41	-3.095884745
155	41	-6.068093255
156	41	-7.432175904
157	41	-9.287336303
158	41	-8.944767801
159	41	-8.513563034
160	41	-13.04357463
161	41	-14.8080706
162	41	-12.71895435
163	41	-13.20062515
164	41	-12.42393972
165	41	-0.214595341
166	41	-2.24313264
167	41	-19.56827515
168	41	-1.716735781
169	41	-8.641217645
170	41	-11.82335768
171	41	-6.623847225
172	41	-8.289929283
173	41	-8.069334418
174	41	-2.319868467
175	41	-4.746385149
176	41	-0.564443316
177	41	1.196835892
178	41	-0.051470532
179	41	2.029701286
180	41	2.089202365
0	42	-1.896160941
1	42	-1.899215277
2	42	-1.852115379
3	42	-1.045645676
4	42	1.591411693
5	42	0.758775175
6	42	-3.081741072
7	42	-8.425887529
8	42	-8.708381636
9	42	-10.83919129
10	42	-4.830137672
11	42	-6.470665679
12	42	-6.393113308
13	42	-11.0956213
14	42	-4.018583681
15	42	-4.133448801
16	42	-4.245788988
17	42	-7.228977295
18	42	-7.940942299
19	42	-3.881052752
20	42	0.157491415
21	42	-0.535219898
22	42	-6.316065587
23	42	2.816415039
24	42	2.413789108
25	42	3.55434516
26	42	-0.30160322
27	42	-3.479889704
28	42	-7.069057543
29	42	-7.806474785
30	42	-6.728368593
31	42	-2.847087714
32	42	-11.72678779
33	42	-6.255425369
34	42	-10.76741973
35	42	-6.871702811
36	42	-2.579566456
37	42	-6.886398907
38	42	-4.853677481
39	42	-2.917787224
40	42	-2.907017478
41	42	-1.918839133
42	42	-2.400002572
43	42	-2.880381916
44	42	5.126461987
45	42	1.889053716
46	42	0.281387989
47	42	2.94026039
48	42	3.47246993
49	42	3.637886923
50	42	3.796156725
51	42	3.733819332
52	42	5.3115748
53	42	3.851271263
54	42	4.782202663
55	42	1.671037829
56	42	2.51701762
57	42	1.511504089
58	42	2.658771355
59	42	3.34547144
60	42	3.695311622
61	42	4.082770152
62	42	3.851265487
63	42	4.145937673
64	42	2.681932824
65	42	3.429075129
66	42	4.315041418
67	42	3.94371367
68	42	2.098449069
69	42	2.592764635
70	42	3.723569273
71	42	4.583112258
72	42	3.364825568
73	42	2.85438805
74	42	0.910683026
75	42	4.066152634
76	42	-2.108972063
77	42	-11.09487788
78	42	-10.80374673
79	42	-12.3156696
80	42	-13.14222724
81	42	-12.33999706
82	42	-15.67778068
83	42	-22.09033379
84	42	-4.359522109
85	42	-3.615777947
86	42	-19.20828717
87	42	-17.2883137
88	42	-19.90085809
89	42	-10.49734469
90	42	-7.203102818
91	42	-11.72389105
92	42	-27.45366218
93	42	-35.9746939
94	42	-55.57055137
95	42	-48.35396386
96	42	-36.65013467
97	42	-246.9897
98	42	-39.29889867
99	42	-27.26292146
100	42	-40.72296313
101	42	-38.21888342
102	42	-29.79034796
103	42	-17.63257812
104	42	-21.9862213
105	42	-38.94772363
106	42	-30.32205996
107	42	-15.97529009
108	42	-6.824392974
109	42	3.573985939
110	42	-0.22384613
111	42	-26.69546045
112	42	-12.36169055
113	42	-19.24255817
114	42	-11.587004
115	42	2.613973689
116	42	2.798350368
117	42	2.63702419
118	42	2.485337319
119	42	0.839791602
120	42	2.535283978
121	42	3.427421921
122	42	3.038919061
123	42	2.897775258
124	42	2.410968975
125	42	3.977583786
126	42	3.469455231
127	42	1.563443713
128	42	6.012433162
129	42	1.171855823
130	42	4.054040016
131	42	2.679827332
132	42	3.953192101
133	42	2.897848068
134	42	2.344916417
135	42	4.528133113
136	42	-10.49774783
137	42	-0.861244213
138	42	3.048675034
139	42	0.081328978
140	42	7.375703626
141	42	4.672681379
142	42	6.158365588
143	42	4.346287621
144	42	3.982722442
145	42	3.649742498
146	42	2.939384342
147	42	2.23957625
148	42	4.104895183
149	42	4.210763319
150	42	3.390610447
151	42	0.25581265
152	42	-0.729318882
153	42	-3.238566955
154	42	-1.898199952
155	42	-4.591844371
156	42	-3.089929869
157	42	-8.657005435
158	42	-8.239895913
159	42	-7.492370777
160	42	-9.997310752
161	42	-15.23200641
162	42	-13.16926504
163	42	-1.37195111
164	42	-4.376825557
165	42	-0.990340406
166	42	-7.05374776
167	42	-10.10025393
168	42	-2.468101847
169	42	-1.674668311
170	42	-0.665543101
171	42	-2.0218377
172	42	-11.64208925
173	42	-10.73314837
174	42	0.817742827
175	42	-7.162496534
176	42	-0.933415494
177	42	2.575919462
178	42	-0.428170807
179	42	2.046395731
180	42	2.089337319
0	43	-1.89614565
1	43	-1.823010959
2	43	-1.655162616
3	43	-1.281466584
4	43	0.824827927
5	43	2.116734798
6	43	-4.130089087
7	43	-22.55935476
8	43	-6.0780965
9	43	-9.897641139
10	43	-4.375110855
11	43	-12.01205754
12	43	-7.27305065
13	43	-2.629861255
14	43	-1.157137546
15	43	-17.45872118
16	43	-5.841999113
17	43	-9.33631276
18	43	-6.096227638
19	43	-3.828823976
20	43	3.753784385
21	43	0.437942755
22	43	3.764027196
23	43	2.489033359
24	43	4.170007031
25	43	4.573025032
26	43	4.97759273
27	43	-4.832633101
28	43	-4.784132833
29	43	-5.606448265
30	43	-3.995018485
31	43	-11.46316064
32	43	-9.08056841
33	43	-9.988710737
34	43	-10.91178446
35	43	-11.89989591
36	43	-17.42823045
37	43	-6.082207008
38	43	-8.158566456
39	43	-10.64996819
40	43	-2.41931032
41	43	-3.420699894
42	43	-6.392199852
43	43	1.856968518
44	43	1.18908594
45	43	3.203260043
46	43	-8.421559114
47	43	-1.688901034
48	43	1.962417848
49	43	2.652108751
50	43	2.399617938
51	43	3.18192496
52	43	3.849205411
53	43	4.67707846
54	43	3.867007031
55	43	1.122866367
56	43	3.343953096
57	43	3.716466201
58	43	3.63054566
59	43	2.931109197
60	43	0.658005466
61	43	5.127848952
62	43	3.625396151
63	43	1.260263396
64	43	0.377389317
65	43	2.38595723
66	43	1.985012418
67	43	2.415361207
68	43	2.989986527
69	43	2.96117341
70	43	3.153126404
71	43	1.716683026
72	43	2.938411135
73	43	3.91341559
74	43	1.979976256
75	43	-1.124574986
76	43	-8.021192506
77	43	-9.250043949
78	43	-23.42977607
79	43	-29.99301852
80	43	-30.1412278
81	43	-17.90618537
82	43	-15.55558985
83	43	-8.163370261
84	43	-6.277089182
85	43	-6.168611085
86	43	-6.045088168
87	43	-25.81549239
88	43	-24.46234664
89	43	-14.57894936
90	43	-18.73628845
91	43	-15.48666914
92	43	-31.8633555
93	43	-29.96769843
94	43	-37.10815396
95	43	-43.39080145
96	43	-27.03233442
97	43	-48.25572557
98	43	-33.4733524
99	43	-29.26826234
100	43	-30.4128825
101	43	-20.65971665
102	43	-21.40920701
103	43	-21.41166713
104	43	-32.35697844
105	43	-26.67587702
106	43	-26.02168703
107	43	-21.26981471
108	43	-7.43086204
109	43	-1.541613962
110	43	-10.55869934
111	43	-14.91130749
112	43	-31.0924373
113	43	-29.92815268
114	43	-26.84053023
115	43	1.465687643
116	43	3.158576149
117	43	0.332985009
118	43	2.670630962
119	43	2.541854953
120	43	2.314033836
121	43	3.469249802
122	43	3.397254805
123	43	2.28477394
124	43	6.65152191
125	43	4.381776256
126	43	1.789852555
127	43	2.112164797
128	43	6.10869018
129	43	3.00988196
130	43	1.420494287
131	43	1.919734749
132	43	3.628615892
133	43	2.794411135
134	43	2.792593058
135	43	3.481020048
136	43	2.35594332
137	43	4.481340909
138	43	5.758038955
139	43	0.026419797
140	43	7.391435357
141	43	4.830449069
142	43	5.38613716
143	43	4.55085301
144	43	4.697326419
145	43	4.182723508
146	43	4.63525224
147	43	5.673502241
148	43	5.928302835
149	43	3.023561817
150	43	1.687891098
151	43	1.821119165
152	43	1.399211033
153	43	-1.034108383
154	43	-4.742078483
155	43	-7.115421368
156	43	-5.367797388
157	43	-6.786142926
158	43	-5.369391862
159	43	-7.321200918
160	43	-16.20487553
161	43	-8.820005435
162	43	-6.942245956
163	43	-6.915640915
164	43	-9.012067099
165	43	-4.170031184
166	43	-5.837083658
167	43	-5.678881428
168	43	-5.596540078
169	43	-5.764686686
170	43	-1.825030744
171	43	-1.355037347
172	43	-6.029067034
173	43	-9.13922918
174	43	-1.342594569
175	43	-4.151391032
176	43	-0.004009159
177	43	0.823953096
178	43	0.932651469
179	43	2.05245193
180	43	2.088734614
0	44	-1.89649494
1	44	-1.767655101
2	44	-1.728673581
3	44	-1.561877021
4	44	0.960945629
5	44	1.096304302
6	44	-4.361449046
7	44	-10.38099041
8	44	-11.08083558
9	44	-7.287824269
10	44	-4.748617182
11	44	-9.863168853
12	44	-12.42770643
13	44	-2.15336207
14	44	-3.545583635
15	44	-8.33426031
16	44	-4.233712051
17	44	-11.88159931
18	44	-6.029280474
19	44	-5.074775238
20	44	-3.994766938
21	44	-0.524870168
22	44	2.605452531
23	44	2.805803127
24	44	3.180834808
25	44	2.066598552
26	44	0.488108933
27	44	6.428695221
28	44	1.436901604
29	44	-3.535515606
30	44	-7.950108356
31	44	-10.91280857
32	44	-3.578194072
33	44	-8.590537034
34	44	-6.126894506
35	44	-6.847074778
36	44	-7.782933282
37	44	-9.830036584
38	44	-9.456619585
39	44	-12.4351453
40	44	-0.213884121
41	44	-6.620884063
42	44	-5.934661679
43	44	1.617622719
44	44	3.010357609
45	44	2.198943407
46	44	-2.511671884
47	44	-6.970233978
48	44	-5.319452271
49	44	1.359705035
50	44	3.430925832
51	44	0.522959635
52	44	2.641031367
53	44	2.152265951
54	44	2.894498634
55	44	1.510786991
56	44	4.751263311
57	44	3.999824163
58	44	2.532228821
59	44	1.311905571
60	44	3.709659795
61	44	5.672997489
62	44	3.212274338
63	44	3.051289122
64	44	3.155759398
65	44	1.907596873
66	44	2.614136035
67	44	3.424800676
68	44	4.917416365
69	44	3.246383885
70	44	2.224890845
71	44	2.907425506
72	44	3.019934457
73	44	2.299932966
74	44	2.868797252
75	44	3.349457012
76	44	-9.491296663
77	44	-21.75487605
78	44	-22.13636546
79	44	-28.77591887
80	44	-22.63372568
81	44	-14.60718197
82	44	-19.46186638
83	44	-16.34346538
84	44	-16.59654591
85	44	-16.84911197
86	44	-16.82920825
87	44	-16.67177495
88	44	-24.51074082
89	44	-16.80953608
90	44	-18.80070261
91	44	-31.14411633
92	44	-37.87266513
93	44	-55.25160483
94	44	-36.06207351
95	44	-54.59177879
96	44	-36.74213995
97	44	-246.9897
98	44	-13.23163219
99	44	-24.78615789
100	44	-22.51254285
101	44	-246.9897
102	44	-32.60737665
103	44	-46.98128912
104	44	-28.63396992
105	44	-34.02441562
106	44	-21.42139564
107	44	-16.21367038
108	44	-9.628794438
109	44	-1.491771134
110	44	-7.82001665
111	44	-26.70193447
112	44	-24.79264533
113	44	-18.53400629
114	44	-17.82143024
115	44	0.814061781
116	44	2.930407237
117	44	2.974000598
118	44	1.707829195
119	44	4.182809744
120	44	2.541755686
121	44	4.55458114
122	44	3.539282089
123	44	3.146439503
124	44	3.961312253
125	44	2.942851641
126	44	2.955550513
127	44	3.478611441
128	44	2.826207545
129	44	2.240059712
130	44	2.944843805
131	44	2.765659434
132	44	1.568133457
133	44	2.959610688
134	44	3.530837518
135	44	3.334491415
136	44	2.977296328
137	44	-4.283714338
138	44	-2.335759133
139	44	4.62238379
140	44	8.54031394
141	44	2.181173089
142	44	1.04659604
143	44	3.750620237
144	44	4.698063637
145	44	5.042285386
146	44	3.194269803
147	44	1.893147699
148	44	6.543041557
149	44	2.203733928
150	44	2.913222627
151	44	4.192512096
152	44	3.474776144
153	44	3.359211537
154	44	-1.879147609
155	44	-4.451500648
156	44	-3.36756677
157	44	-5.369449046
158	44	-9.388763823
159	44	-10.0985788
160	44	-14.0373915
161	44	-9.505189028
162	44	-7.553041979
163	44	-1.55602486
164	44	-2.504527424
165	44	-0.658195878
166	44	-9.651501129
167	44	-8.722915076
168	44	-12.64398239
169	44	-10.60269083
170	44	-1.518573421
171	44	-1.47349269
172	44	-2.714181106
173	44	-6.388251699
174	44	-0.306920036
175	44	-3.26193465
176	44	-1.185112977
177	44	3.994124874
178	44	1.58896945
179	44	1.658955148
180	44	2.088696951
0	45	-1.896372195
1	45	-1.689131735
2	45	-1.853971827
3	45	-1.748923495
4	45	1.057835258
5	45	1.106867167
6	45	-3.604193734
7	45	-6.283702623
8	45	-5.405418301
9	45	-4.51295896
10	45	-7.192133929
11	45	-8.575549651
12	45	-14.17125717
13	45	-4.603393671
14	45	-4.511797855
15	45	0.467665582
16	45	-6.822856329
17	45	-3.7427128
18	45	-6.386342991
19	45	-9.947081888
20	45	-0.532315172
21	45	0.573252284
22	45	-5.30399293
23	45	3.944159536
24	45	3.021844966
25	45	5.392480885
26	45	2.081522264
27	45	2.77107564
28	45	-1.746429299
29	45	-5.939768885
30	45	-6.150017346
31	45	-6.723416784
32	45	-8.598525539
33	45	-8.305251703
34	45	-7.997262764
35	45	-8.860014651
36	45	-8.390850959
37	45	-11.60249398
38	45	-11.73944098
39	45	-10.40600474
40	45	-8.03149411
41	45	0.627067293
42	45	-0.180462021
43	45	1.1986459
44	45	1.642728586
45	45	1.268546267
46	45	5.837155065
47	45	-4.295111075
48	45	-5.227208725
49	45	-5.610073646
50	45	-4.849917211
51	45	-18.71329345
52	45	3.328350368
53	45	0.02636086
54	45	1.38707404
55	45	3.61085122
56	45	2.090953096
57	45	3.508469916
58	45	2.751443495
59	45	0.572512426
60	45	2.524665628
61	45	2.464238249
62	45	5.385322929
63	45	6.656040567
64	45	3.858187471
65	45	1.813064921
66	45	6.869973918
67	45	1.658491616
68	45	3.93532943
69	45	5.539814333
70	45	3.156253853
71	45	2.594994565
72	45	3.509700722
73	45	4.676436459
74	45	2.116529072
75	45	3.11288985
76	45	-15.18091128
77	45	-18.85649359
78	45	-15.71524797
79	45	-16.59584154
80	45	-18.91829758
81	45	-19.6444229
82	45	-22.13802042
83	45	-16.51603997
84	45	-16.70943198
85	45	-13.88450253
86	45	-29.44563139
87	45	-6.087891548
88	45	-20.62253142
89	45	-16.80100285
90	45	-19.20457578
91	45	-32.0823931
92	45	-30.22876063
93	45	-55.00989319
94	45	-31.25100011
95	45	-54.36647442
96	45	-37.67214392
97	45	-54.6776274
98	45	-38.18827901
99	45	-40.51427171
100	45	-246.9897
101	45	-246.9897
102	45	-27.75178036
103	45	-29.51895589
104	45	-29.22562915
105	45	-28.41242642
106	45	-30.49150448
107	45	-26.22089037
108	45	-10.70532461
109	45	-13.39746691
110	45	-5.570262764
111	45	-20.9681667
112	45	-22.13345824
113	45	-22.44386286
114	45	-12.51348198
115	45	2.719422681
116	45	2.652475168
117	45	2.593162505
118	45	0.975663608
119	45	2.743918106
120	45	1.128569759
121	45	3.446358108
122	45	3.229654869
123	45	3.545387449
124	45	6.560760773
125	45	5.006203652
126	45	3.291654056
127	45	2.826925315
128	45	3.368743758
129	45	2.153630619
130	45	2.456571202
131	45	-0.172863865
132	45	2.366705282
133	45	1.527756889
134	45	1.305181237
135	45	-1.567548139
136	45	-6.272754543
137	45	3.530452148
138	45	5.866110188
139	45	4.854866998
140	45	5.214271107
141	45	5.087547541
142	45	4.741830012
143	45	4.023903814
144	45	5.562131504
145	45	2.97647173
146	45	1.74816322
147	45	2.662126117
148	45	6.014000498
149	45	0.556064921
150	45	1.536297176
151	45	0.24039376
152	45	-1.585590187
153	45	-3.05795736
154	45	-4.254063775
155	45	-2.850360281
156	45	-8.14151166
157	45	-4.013957878
158	45	-4.528205379
159	45	-11.54512375
160	45	-10.02106317
161	45	-5.840999395
162	45	-1.257465098
163	45	-2.212233978
164	45	-2.515004213
165	45	-1.380445803
166	45	-9.735532718
167	45	-16.27890085
168	45	-14.39553847
169	45	-3.220880437
170	45	-5.080945272
171	45	-4.564386981
172	45	-2.582288454
