Theta	Phi	Total-adj
172	179	2.739877911
173	179	3.042602156
174	179	-2.611438836
175	179	-1.665577772
176	179	-0.738323535
177	179	-2.567678271
178	179	-2.02329758
179	179	-1.658853599
180	179	2.08930855
0	180	-1.896281153
1	180	-3.246172668
2	180	-5.070119094
3	180	-3.607566379
4	180	-1.530093848
5	180	2.312225702
6	180	0.363271877
7	180	1.65433034
8	180	1.345191536
9	180	3.258416868
10	180	4.238263396
11	180	4.615112382
12	180	0.490775806
13	180	1.644565209
14	180	-0.91592023
15	180	4.356358706
16	180	1.522255037
17	180	4.329373187
18	180	1.871397008
19	180	-1.395665939
20	180	1.285898811
21	180	2.839848257
22	180	0.980137947
23	180	-0.320872009
24	180	0.13252821
25	180	2.88857924
26	180	6.625862387
27	180	-6.145002143
28	180	4.094483406
29	180	-2.434741906
30	180	3.360508187
31	180	0.802489532
32	180	4.241649859
33	180	1.800693713
34	180	2.288166149
35	180	-3.01455517
36	180	-5.261305402
37	180	0.096863691
38	180	1.984304087
39	180	1.86668724
40	180	3.125589505
41	180	0.317363803
42	180	0.305388516
43	180	0.652778516
44	180	-0.700782509
45	180	0.706573518
46	180	1.068846213
47	180	-0.76377829
48	180	-0.61192906
49	180	-0.32647549
50	180	-6.601262007
51	180	-0.714819169
52	180	-0.503768058
53	180	0.878766476
54	180	-1.155418029
55	180	2.451115545
56	180	0.011786826
57	180	-0.203009183
58	180	-2.65463757
59	180	1.61703178
60	180	1.914599852
61	180	1.241479672
62	180	-2.260966669
63	180	-1.111075554
64	180	-3.513109164
65	180	-2.815206349
66	180	4.642196338
67	180	-3.13552889
68	180	0.785392384
69	180	0.125016001
70	180	1.906273883
71	180	3.723387087
72	180	4.019981473
73	180	2.591490545
74	180	2.273620842
75	180	2.314968127
76	180	2.263274009
77	180	1.689946322
78	180	-1.231892914
79	180	-1.235751389
80	180	-4.423647028
81	180	0.446008611
82	180	-5.599894168
83	180	3.594693617
84	180	-4.095040591
85	180	0.379249665
86	180	0.370665739
87	180	0.685447825
88	180	0.667715563
89	180	0.444027871
90	180	-2.916518736
91	180	-1.537945417
92	180	-0.109177637
93	180	-0.228397509
94	180	1.306601845
95	180	-1.252052473
96	180	0.737409417
97	180	0.515242737
98	180	0.098268668
99	180	4.441070961
100	180	-4.650732246
101	180	0.697355241
102	180	-0.091843388
103	180	-1.266847366
104	180	1.854152255
105	180	-1.134172035
106	180	0.263614952
107	180	-0.877702811
108	180	1.203687722
109	180	3.947863536
110	180	1.550402352
111	180	1.197775218
112	180	-0.184975749
113	180	1.416012763
114	180	-1.770972063
115	180	-3.22338475
116	180	0.101965906
117	180	1.980711551
118	180	2.234833304
119	180	-2.250199861
120	180	-2.35882258
121	180	-1.886604269
122	180	-0.979858012
123	180	-1.131502716
124	180	-2.463265202
125	180	-2.91388811
126	180	-1.544015127
127	180	-0.877488139
128	180	-1.611929385
129	180	-1.619966641
130	180	4.812739631
131	180	-0.444344242
132	180	-0.020340135
133	180	-5.546448423
134	180	-4.896658805
135	180	-0.655009244
136	180	-0.453483947
137	180	-3.301272775
138	180	-2.37751378
139	180	-2.579761713
140	180	-3.566229548
141	180	-1.673008961
142	180	-3.230682607
143	180	0.024379822
144	180	-11.36159426
145	180	-0.113150343
146	180	0.53184834
147	180	-0.538519115
148	180	-1.301716461
149	180	-1.802759906
150	180	-0.706062554
151	180	-4.759903903
152	180	-7.751447147
153	180	-9.240413096
154	180	-10.07794983
155	180	-2.327879113
156	180	-3.371772325
157	180	-3.475285935
158	180	-3.318373
159	180	-1.362566068
160	180	-8.964486989
161	180	-6.57344779
162	180	-7.697089302
163	180	-4.093925959
164	180	-2.367674911
165	180	-2.91997021
166	180	-0.667103643
167	180	0.222321939
168	180	0.777565209
169	180	1.596560127
170	180	4.381928879
171	180	1.568452717
172	180	2.624744599
173	180	2.869092233
174	180	2.40263531
175	180	-1.178855605
176	180	-1.867352258
177	180	-0.900259566
178	180	-0.7401625
179	180	-1.933059428
180	180	2.088778739
0	181	-1.896695454
1	181	-3.261721036
2	181	-1.733133252
3	181	-5.098964011
4	181	-0.824818332
5	181	1.334070463
6	181	2.592894722
7	181	1.85150294
8	181	0.257422039
9	181	1.748651904
10	181	3.813787631
11	181	4.041848952
12	181	-0.044679906
13	181	-1.078477736
14	181	0.187951049
15	181	3.385378065
16	181	2.982029322
17	181	3.78648081
18	181	4.200319068
19	181	2.813687373
20	181	2.552970421
21	181	3.865171597
22	181	0.341107847
23	181	0.083850239
24	181	0.077346114
25	181	4.449173243
26	181	5.350990748
27	181	2.939160451
28	181	2.025713633
29	181	-0.936887618
30	181	-0.129520717
31	181	0.974931064
32	181	-0.133203995
33	181	0.335446787
34	181	1.924418932
35	181	-0.237501718
36	181	-1.142011205
37	181	-0.445002143
38	181	-5.677468598
39	181	-2.322988054
40	181	-4.354543102
41	181	0.692334292
42	181	-0.889576492
43	181	-1.932160753
44	181	-4.672223856
45	181	-1.468738671
46	181	-2.646883674
47	181	-2.498499082
48	181	1.605261522
49	181	0.339060358
50	181	2.752040268
51	181	-1.42205668
52	181	-0.674979558
53	181	-0.762935185
54	181	-1.578128727
55	181	0.175910348
56	181	1.558584192
57	181	2.220995034
58	181	0.035931719
59	181	0.321181927
60	181	-0.224527213
61	181	-0.392159328
62	181	-2.73346423
63	181	-2.373771776
64	181	-1.924506467
65	181	-1.470698201
66	181	2.71014783
67	181	-3.257819869
68	181	-3.081270836
69	181	-1.416656813
70	181	0.702029322
71	181	0.000438158
72	181	-0.490338263
73	181	-0.782161517
74	181	-1.070461585
75	181	-1.495968192
76	181	1.05570647
77	181	2.183855399
78	181	3.361897714
79	181	3.53589192
80	181	-4.652349808
81	181	-2.198376961
82	181	0.672584143
83	181	-0.457283623
84	181	1.310521115
85	181	-3.4997757
86	181	5.075454798
87	181	3.306364945
88	181	-0.181567955
89	181	-0.940959984
90	181	-2.842558883
91	181	-3.190088084
92	181	-2.201644256
93	181	-2.165316202
94	181	-1.586395325
95	181	-0.238653992
96	181	0.572849728
97	181	-1.360936672
98	181	-1.566742736
99	181	-1.327119464
100	181	0.191075297
101	181	-0.138580474
102	181	-0.592517463
103	181	-1.122668612
104	181	-1.18210808
105	181	-1.938420523
106	181	-1.892326257
107	181	1.432402761
108	181	-4.927792183
109	181	-1.226843677
110	181	1.7751706
111	181	0.105289752
112	181	-3.326875126
113	181	-0.52721126
114	181	2.232850141
115	181	-3.097450424
116	181	-0.84329495
117	181	-2.308150509
118	181	-0.171319033
119	181	-0.068214503
120	181	-1.30928169
121	181	-2.544826138
122	181	-1.810836332
123	181	-1.738312357
124	181	-1.575162633
125	181	-2.990358474
126	181	-1.700447662
127	181	-1.334691532
128	181	-0.479016908
129	181	-0.123025103
130	181	-0.570867371
131	181	-0.500976964
132	181	0.411250841
133	181	-6.887331962
134	181	-6.508876595
135	181	-3.873237549
136	181	1.940756556
137	181	-0.541619645
138	181	-3.390461455
139	181	-2.811404699
140	181	0.990803311
141	181	-2.594720405
142	181	-0.652090922
143	181	-4.198254285
144	181	-4.477985575
145	181	-1.605855711
146	181	-1.725923063
147	181	-2.38975712
148	181	-2.398432945
149	181	-2.73896044
150	181	-3.547086968
151	181	0.256342115
152	181	-10.10658532
153	181	-10.1766487
154	181	-4.792814071
155	181	-3.258142756
156	181	-4.391034993
157	181	-6.103692392
158	181	-10.52797892
159	181	-10.92712802
160	181	-14.24087251
161	181	-3.559981553
162	181	-5.717885317
163	181	-2.507903766
164	181	-5.197960822
165	181	-1.153701284
166	181	-1.180558066
167	181	0.71554654
168	181	0.57661954
169	181	0.420904996
170	181	3.81653952
171	181	3.266489219
172	181	2.758087895
173	181	2.649536339
174	181	1.553455869
175	181	-2.596789341
176	181	-1.735278209
177	181	-0.286641294
178	181	-1.099998996
179	181	-1.82535815
180	181	2.089276375
0	182	-1.896639858
1	182	-3.189307128
2	182	-0.785117123
3	182	-4.726511481
4	182	-0.309227766
5	182	0.824099149
6	182	2.679721791
7	182	2.283542615
8	182	0.760504286
9	182	1.051880806
10	182	2.032191163
11	182	4.412395167
12	182	0.038903058
13	182	-0.38892906
14	182	-3.429132974
15	182	3.858851641
16	182	2.901622832
17	182	4.465757941
18	182	4.562012125
19	182	4.690309724
20	182	5.567501073
21	182	1.677094707
22	182	3.800133861
23	182	-1.134737133
24	182	0.7944074
25	182	0.871432402
26	182	2.747814856
27	182	-0.156519115
28	182	3.048656194
29	182	-3.36434014
30	182	-1.618222234
31	182	0.908156545
32	182	-2.377764878
33	182	-1.16304277
34	182	-1.756915364
35	182	2.260288446
36	182	1.988461242
37	182	3.329964305
38	182	1.328271553
39	182	0.595420827
40	182	-0.11787322
41	182	-1.462145174
42	182	2.3214734
43	182	-0.710553865
44	182	-2.87405205
45	182	2.773438158
46	182	0.044983538
47	182	1.303981477
48	182	1.475624505
49	182	2.430718746
50	182	-4.334148926
51	182	-1.124047281
52	182	-0.811570961
53	182	-1.507533965
54	182	-4.917524434
55	182	-3.405460133
56	182	-2.535865065
57	182	1.073918587
58	182	1.028551499
59	182	0.556898935
60	182	0.324838483
61	182	-1.524108648
62	182	-0.618347873
63	182	1.154467374
64	182	-1.239257174
65	182	-1.263151048
66	182	-1.286927759
67	182	0.013615344
68	182	-0.254553411
69	182	-0.200071065
70	182	0.175191327
71	182	-2.217764414
72	182	-0.802990862
73	182	-1.424303008
74	182	0.345362397
75	182	0.276837518
76	182	0.343477267
77	182	-3.685896984
78	182	-2.062002463
79	182	-2.231383178
80	182	-1.492515839
81	182	-1.704119233
82	182	-2.393007485
83	182	-1.626966071
84	182	0.404079994
85	182	1.692230119
86	182	-0.652667625
87	182	-0.066118361
88	182	1.370135498
89	182	-1.979829704
90	182	-2.49060624
91	182	-0.388518736
92	182	-0.317823911
93	182	-0.213238081
94	182	-6.100392452
95	182	1.094825422
96	182	0.27952821
97	182	0.109444907
98	182	-3.197887742
99	182	0.636487198
100	182	2.113304101
101	182	-0.731053888
102	182	-1.989742394
103	182	-3.519668612
104	182	-3.25204295
105	182	-1.674343412
106	182	-5.503897019
107	182	2.733204382
108	182	3.328135018
109	182	-0.35958122
110	182	-2.835643964
111	182	-1.080367884
112	182	1.332443071
113	182	-0.850709628
114	182	0.665837045
115	182	-1.705578628
116	182	-2.400858251
117	182	-2.254007792
118	182	-0.109328742
119	182	1.329510089
120	182	-3.046929922
121	182	3.571262517
122	182	3.524775143
123	182	4.570022324
124	182	-1.906002539
125	182	-3.608347076
126	182	-1.611430696
127	182	-1.767445991
128	182	-1.669031561
129	182	1.001389894
130	182	-2.016465098
131	182	-1.725438195
132	182	-2.364103241
133	182	-2.23348405
134	182	-3.103999484
135	182	-3.73017416
136	182	-3.803557158
137	182	-2.182298008
138	182	-3.403301815
139	182	-4.051397077
140	182	-1.462414461
141	182	-4.104486182
142	182	-5.215452266
143	182	-3.959056565
144	182	-3.872279398
145	182	-6.28815124
146	182	-4.082150956
147	182	-1.793653395
148	182	-15.38407875
149	182	-4.623192869
150	182	-2.216756794
151	182	-2.538174072
152	182	-7.134623629
153	182	-5.23069577
154	182	-3.203424918
155	182	-5.455169298
156	182	-3.502094819
157	182	-5.265067235
158	182	-9.217628697
159	182	-0.583119511
160	182	2.468175199
161	182	-0.519063067
162	182	-2.633729679
163	182	-4.32283617
164	182	-0.68191797
165	182	-0.981217793
166	182	-0.284670045
167	182	-2.467401824
168	182	-1.900858767
169	182	3.189547877
170	182	5.56777082
171	182	4.866581971
172	182	3.084736696
173	182	3.276484984
174	182	-2.203546753
175	182	0.482678295
176	182	-1.384420146
177	182	-0.562504035
178	182	-1.789547391
179	182	-1.692098396
180	182	2.089136167
0	183	-1.896250239
1	183	-3.043516752
2	183	-1.70125873
3	183	-2.868331172
4	183	-0.794669642
5	183	0.015986843
6	183	2.098680138
7	183	2.718348477
8	183	2.161512387
9	183	4.050164753
10	183	1.754162693
11	183	2.1718547
12	183	-0.051344744
13	183	-0.233898936
14	183	-0.264723625
15	183	4.886881591
16	183	2.481243663
17	183	3.710084814
18	183	2.539409738
19	183	-1.651440191
20	183	-0.18059477
21	183	7.156422135
22	183	7.416877912
23	183	3.023207786
24	183	2.344979106
25	183	-0.02106542
26	183	0.854160542
27	183	-0.957100633
28	183	3.377628442
29	183	-1.549439462
30	183	0.669708173
31	183	3.552486283
32	183	0.426468934
33	183	4.164307191
34	183	1.772733881
35	183	0.084129651
36	183	-1.560862434
37	183	-1.441580237
38	183	-3.229096749
39	183	1.111668462
40	183	1.818710652
41	183	5.848181668
42	183	3.688426904
43	183	2.877363553
44	183	2.930511534
45	183	-0.212313082
46	183	-0.533195489
47	183	0.740474543
48	183	-0.696634408
49	183	-0.843335564
50	183	0.528729164
51	183	1.909953066
52	183	-1.533001771
53	183	-0.967519115
54	183	-2.711876315
55	183	-4.264947435
56	183	3.338779467
57	183	3.455031367
58	183	-1.257442289
59	183	-0.535962602
60	183	2.145807494
61	183	-2.181047387
62	183	-1.021054371
63	183	-0.969615025
64	183	-0.997592763
65	183	3.87218103
66	183	2.124949682
67	183	-0.258525457
68	183	0.533939367
69	183	-0.032305983
70	183	1.175424146
71	183	-0.179741606
72	183	-1.96991547
73	183	-4.912247963
74	183	1.858420535
75	183	-1.941330919
76	183	-3.587339008
77	183	-1.780472111
78	183	-1.399289966
79	183	-1.289910194
80	183	-0.42142375
81	183	-1.40662789
82	183	-3.047645039
83	183	-2.165366322
84	183	0.097358108
85	183	1.222311826
86	183	-1.636968225
87	183	0.286305844
88	183	3.142357609
89	183	0.347756079
90	183	-0.025717404
91	183	0.245181387
92	183	-2.898309329
93	183	-2.5883531
94	183	-1.245216333
95	183	-2.437591936
96	183	-1.285899802
97	183	1.183181951
98	183	6.197068542
99	183	2.627062986
100	183	0.788951163
101	183	-2.864531419
102	183	-1.797454156
103	183	-3.486316314
104	183	-2.539509791
105	183	-2.319225835
106	183	-2.470095599
107	183	-1.964424588
108	183	3.337705626
109	183	-3.097098754
110	183	0.631289122
111	183	-3.096233524
112	183	0.934941061
113	183	3.21203944
114	183	-1.628098344
115	183	-1.221136464
116	183	-2.373946192
117	183	-1.12673495
118	183	-2.272228693
119	183	0.218804119
120	183	-1.499629492
121	183	-1.053333992
122	183	-1.905378272
123	183	-2.334477157
124	183	-1.82026874
125	183	-1.34075712
126	183	0.151492777
127	183	-2.453544682
128	183	-2.390728737
129	183	-1.826673637
130	183	-2.0596115
131	183	0.313622344
132	183	-0.691858012
133	183	-0.59363311
134	183	-2.17895104
135	183	1.275769172
136	183	-3.340035397
137	183	-4.27622909
138	183	-4.675298008
139	183	-5.058147208
140	183	-1.255076204
141	183	-0.976960188
142	183	-3.826044576
143	183	0.378916644
144	183	0.989008374
145	183	1.264641802
146	183	-5.393261762
147	183	-11.34299604
148	183	-12.3984673
149	183	-5.288997571
150	183	-3.641203267
151	183	-2.535289607
152	183	-9.365195125
153	183	-10.32981423
154	183	-3.240660477
155	183	-6.729450183
156	183	-4.25514944
157	183	-4.310688769
158	183	-6.552537762
159	183	-2.229981612
160	183	-1.091168304
161	183	-3.301570519
162	183	-3.083006391
163	183	-3.764666423
164	183	-1.572209882
165	183	1.09100897
166	183	-2.447566816
167	183	-3.823882223
168	183	-4.704463689
169	183	2.093265804
170	183	5.033854675
171	183	0.04538379
172	183	2.939181606
173	183	3.258059365
174	183	-1.986880437
175	183	0.118095083
176	183	-0.433452191
177	183	-0.526965966
178	183	-1.239112234
179	183	-1.667887437
180	183	2.089281326
0	184	-1.896501366
1	184	-1.927452746
2	184	-1.393659091
3	184	-1.061430812
4	184	0.076910148
5	184	-0.904927759
6	184	0.079245207
7	184	3.085053556
8	184	3.912379872
9	184	5.184021148
10	184	2.090690925
11	184	2.097186605
12	184	0.700149041
13	184	0.02587478
14	184	-0.330199813
15	184	4.456253341
16	184	5.738122358
17	184	4.304234616
18	184	4.052181606
19	184	3.374504407
20	184	0.67413319
21	184	0.144745561
22	184	1.758753143
23	184	-1.083849105
24	184	2.445738163
25	184	-1.314567978
26	184	0.58780113
27	184	4.141011946
28	184	2.380883732
29	184	-0.152375183
30	184	-0.280348185
31	184	2.810463485
32	184	-1.903275065
33	184	1.469011436
34	184	0.990211446
35	184	1.166270597
36	184	2.796968816
37	184	3.377461527
38	184	1.531045925
39	184	5.674304663
40	184	-1.458831286
41	184	0.580071246
42	184	1.768714191
43	184	-2.398654998
44	184	1.085624817
45	184	4.236294754
46	184	2.67976743
47	184	2.722402352
48	184	2.030089386
49	184	2.06790967
50	184	1.433303796
51	184	0.611393021
52	184	-2.136249501
53	184	-2.338734316
54	184	-2.20201635
55	184	-0.416743546
56	184	2.774046319
57	184	1.62207404
58	184	-0.195612183
59	184	-0.772987237
60	184	-6.090516042
61	184	-2.09069577
62	184	-1.632299278
63	184	0.066685547
64	184	-2.636893624
65	184	-7.975976394
66	184	0.789350144
67	184	-2.159345609
68	184	-0.552379952
69	184	-3.198571759
70	184	-0.47088206
71	184	0.053842721
72	184	0.22133616
73	184	-4.618885484
74	184	-11.34688223
75	184	0.901840987
76	184	0.858254382
77	184	0.945119799
78	184	1.03028146
79	184	1.126660968
80	184	-3.859011767
81	184	2.207440746
82	184	-7.843312348
83	184	-1.238866564
84	184	-4.974450876
85	184	-3.492639099
86	184	-0.60994317
87	184	-6.628805129
88	184	-0.140634006
89	184	1.891380492
90	184	0.300564594
91	184	-0.390477403
92	184	-1.592490842
93	184	-1.594629006
94	184	-3.27327593
95	184	-0.970129299
96	184	-2.588842043
97	184	-1.414001765
98	184	-1.083151532
99	184	-0.063269422
100	184	-6.712451696
101	184	-2.171191357
102	184	-2.298588865
103	184	-4.131420146
104	184	0.735512643
105	184	4.617105494
106	184	4.722219708
107	184	2.792481273
108	184	3.974566302
109	184	-2.028056736
110	184	-0.507628402
111	184	1.568264685
112	184	3.307266422
113	184	-1.772704486
114	184	-2.082864394
115	184	-3.110949192
116	184	-1.58456774
117	184	-0.50228836
118	184	-0.522931643
119	184	0.983886923
120	184	0.530904401
121	184	-1.944560011
122	184	1.328659434
123	184	-2.596994404
124	184	3.609324927
125	184	-2.762435301
126	184	-1.345986975
127	184	-0.313959362
128	184	1.839692336
129	184	0.631691003
130	184	0.189275452
131	184	0.252599852
132	184	-1.358587071
133	184	0.716276345
134	184	2.271200874
135	184	0.738143024
136	184	-2.968384656
137	184	3.972243905
138	184	1.188568875
139	184	2.330593058
140	184	1.784761543
141	184	-4.073765487
142	184	-5.930696448
143	184	-4.373578859
144	184	-8.309530156
145	184	-2.672490474
146	184	-2.800393218
147	184	-1.400757784
148	184	-3.860538781
149	184	-4.433698223
150	184	-4.731131875
151	184	-5.015463807
152	184	-10.2186863
153	184	-17.04999036
154	184	-8.163190336
155	184	-4.971640118
156	184	-5.354587217
157	184	-5.678887618
158	184	-8.147915674
159	184	-0.609800508
160	184	-4.117638445
161	184	-1.430221477
162	184	-4.675349149
163	184	0.090873596
164	184	-8.660260052
165	184	-0.852991931
166	184	-1.13392596
167	184	-2.296376759
168	184	-3.00428169
169	184	1.120923717
170	184	2.332484359
171	184	4.657816751
172	184	2.463971753
173	184	2.713933916
174	184	-2.077494677
175	184	-0.681628088
176	184	-0.591856634
177	184	-0.754623379
178	184	-0.734011727
179	184	-1.676397147
180	184	2.089384475
0	185	-1.896376653
1	185	-1.74628318
2	185	-1.226123455
3	185	0.334152331
4	185	0.357710393
5	185	-1.194925959
6	185	-0.568545326
7	185	-0.394056382
8	185	4.123066807
9	185	1.963890214
10	185	2.094296809
11	185	2.306132686
12	185	2.031267197
13	185	0.946330403
14	185	0.825551944
15	185	1.201798377
16	185	1.590026141
17	185	4.103504407
18	185	5.283824756
19	185	0.978742734
20	185	3.258910216
21	185	3.457105494
22	185	0.438227143
23	185	-0.300878937
24	185	3.430052216
25	185	1.236382278
26	185	0.118300273
27	185	1.523629346
28	185	1.066413802
29	185	1.590933766
30	185	2.08878205
31	185	1.604262845
32	185	-0.155755665
33	185	7.381487321
34	185	1.003976536
35	185	2.87020653
36	185	0.606355703
37	185	1.075978971
38	185	-9.264531066
39	185	13.42051565
40	185	0.352701615
41	185	4.043682052
42	185	1.869795042
43	185	-1.495252136
44	185	0.979140303
45	185	1.196640874
46	185	0.426537934
47	185	0.858747592
48	185	3.129545697
49	185	-6.172068772
50	185	-0.491542433
51	185	-1.075795618
52	185	-2.627132192
53	185	-0.374994591
54	185	-3.8176999
55	185	-1.499528192
56	185	2.720746599
57	185	-0.358120652
58	185	-0.670915935
59	185	-2.610009352
60	185	3.542716182
61	185	0.220498871
62	185	-1.381783583
63	185	-1.833717878
64	185	-1.781657892
65	185	-2.295617082
66	185	-1.458759042
67	185	-1.828004966
68	185	1.157745285
69	185	-4.119292414
70	185	-5.004343388
71	185	-2.602969352
72	185	0.543521937
73	185	-1.447201194
74	185	0.894612785
75	185	-2.775180461
76	185	-1.331733369
77	185	-6.872190516
78	185	-2.392096437
79	185	-1.957416784
80	185	-1.770570647
81	185	0.008397777
82	185	1.242730163
83	185	-1.229233377
84	185	-2.47048405
85	185	0.336830075
86	185	0.790157035
87	185	0.875875942
88	185	0.667557151
89	185	-0.973556973
90	185	-1.416221742
91	185	-1.052453495
92	185	-1.443309098
93	185	-0.876727205
94	185	-2.174478885
95	185	-2.798252136
96	185	-0.951393921
97	185	-3.092224825
98	185	-2.631872274
99	185	-3.72447363
100	185	-3.303931458
101	185	-2.879815048
102	185	-2.407445728
103	185	-1.870108383
104	185	-2.512659212
105	185	1.561559042
106	185	0.785152452
107	185	1.847900957
108	185	0.549694811
109	185	0.827330904
110	185	-0.662426482
111	185	-1.224454303
112	185	-5.434127062
113	185	-3.71836207
114	185	-2.658404537
115	185	-2.230286771
116	185	-1.972894349
117	185	-1.659440398
118	185	-1.964666771
119	185	-2.351258529
120	185	-4.648680156
121	185	-3.942849919
122	185	-2.977504627
123	185	-2.286215277
124	185	0.744668038
125	185	-0.79182251
126	185	0.444808032
127	185	-0.432982194
128	185	-0.74463803
129	185	-2.410430367
130	185	-1.426343431
131	185	-0.760745648
132	185	2.279643285
133	185	-0.54196887
134	185	-2.087133002
135	185	-2.324404172
136	185	-2.648102818
137	185	0.293592402
138	185	2.044033359
139	185	1.208749761
140	185	0.265536149
141	185	-2.66986474
142	185	-5.828569113
143	185	-2.760935147
144	185	-2.46457311
145	185	-6.591504715
146	185	-10.95598521
147	185	-3.556217126
148	185	-1.547877021
149	185	-2.686021609
150	185	-7.723744943
151	185	-0.47895927
152	185	-6.227497759
153	185	-5.952308716
154	185	-14.67255213
155	185	-2.484730061
156	185	-10.26225917
157	185	-1.662790291
158	185	-4.701583995
159	185	0.587762647
160	185	-2.648850012
161	185	1.387685921
162	185	-2.949276352
163	185	-1.163320622
164	185	-4.380662946
165	185	1.134399473
166	185	-1.027369381
167	185	-2.370394769
168	185	2.494785497
169	185	3.081344553
170	185	1.825691497
171	185	2.329978137
172	185	2.834070731
173	185	4.06507514
174	185	2.793966265
175	185	-1.119394723
176	185	-0.346111966
177	185	-1.617843191
178	185	-0.722205918
179	185	-1.703686686
180	185	2.089018388
0	186	-1.896378044
1	186	-1.581121269
2	186	-1.539280941
3	186	-0.114494636
4	186	-1.379517231
5	186	3.852831147
6	186	-0.591030143
7	186	-0.240817343
8	186	4.647221235
9	186	2.739828009
10	186	3.671806656
11	186	3.559129477
12	186	3.034451147
13	186	2.470803181
14	186	2.296403804
15	186	5.782047696
16	186	1.540707234
17	186	2.495308922
18	186	2.714876545
19	186	2.955163281
20	186	-1.393026649
21	186	5.371200874
22	186	4.337846351
23	186	1.277719482
24	186	2.071936833
25	186	-1.45474153
26	186	1.438169103
27	186	0.109868558
28	186	-2.340752978
29	186	-3.157650671
30	186	-3.289905108
31	186	-3.026126463
32	186	3.157237401
33	186	-0.753138977
34	186	-0.027745195
35	186	2.028125412
36	186	0.053632493
37	186	0.135591776
38	186	2.232389283
39	186	-4.258653886
40	186	-6.073350008
41	186	-0.520080992
42	186	-2.990850548
43	186	-1.67548796
44	186	-0.24327593
45	186	-2.940370189
46	186	-4.050416492
47	186	-0.344822519
48	186	-1.541999685
49	186	-2.786285926
50	186	-4.995950256
51	186	-2.624083323
52	186	-0.104898245
53	186	-0.467806054
54	186	0.736795628
55	186	1.192082677
56	186	-1.251528664
57	186	-1.372149376
58	186	-4.204036992
59	186	-2.840566645
60	186	-0.697920036
61	186	-1.78054137
62	186	-2.774323983
63	186	1.825063598
64	186	-0.42229009
65	186	1.162703771
66	186	0.283306638
67	186	-2.613175504
68	186	-1.299580931
69	186	0.517849454
70	186	0.448786826
71	186	-0.902410495
72	186	-0.336313782
73	186	1.701944279
74	186	0.518643192
75	186	-2.35394266
76	186	-3.663848603
77	186	-4.379680587
78	186	-3.214265202
79	186	-3.861160753
80	186	-4.508953585
81	186	-2.594171046
82	186	-0.957211923
83	186	-0.578459547
84	186	0.923619633
85	186	-0.163503862
86	186	-1.989075393
87	186	0.72648081
88	186	0.17031394
89	186	-0.957304168
90	186	-2.659325243
91	186	-1.180770247
92	186	-3.10834664
93	186	-3.168972323
94	186	-2.939328742
95	186	-2.685853639
96	186	-2.040602151
97	186	-2.859508585
98	186	-2.915376033
99	186	-1.762903766
100	186	-2.302307493
101	186	-9.048110638
102	186	-3.362525457
103	186	-2.275478837
104	186	-2.441940279
105	186	-2.088107067
106	186	-2.408819651
107	186	-3.700172073
108	186	-4.213094819
109	186	-4.2133321
110	186	-0.934810503
111	186	-1.573440191
112	186	-2.758463689
113	186	-3.036963857
114	186	-2.161698201
115	186	-2.787382239
116	186	-3.28821126
117	186	-5.359109043
118	186	-1.31895104
119	186	0.058602251
120	186	-3.097554295
121	186	-2.97821339
122	186	0.028830702
123	186	-2.078024804
124	186	2.017512827
125	186	0.795702357
126	186	-0.72259543
127	186	-0.455836472
128	186	-2.526592859
129	186	-1.295179851
130	186	-0.955931785
131	186	-2.478164742
132	186	-1.479679906
133	186	-1.692620104
134	186	0.965828691
135	186	-2.862828309
136	186	-4.554861254
137	186	-4.09853707
138	186	1.608323629
139	186	2.734814765
140	186	-7.406026026
141	186	-5.992224194
142	186	-6.752602087
143	186	-2.380300279
144	186	0.375409738
145	186	-4.434788837
146	186	-4.222591626
147	186	-3.792699928
148	186	-11.50040694
149	186	2.929648473
150	186	-7.409481312
151	186	-6.097808464
152	186	-1.294284733
153	186	0.715066617
154	186	0.157036259
155	186	-0.103066464
156	186	-3.885499017
157	186	-1.618526418
158	186	-4.611662912
159	186	-3.080797388
160	186	-2.090522418
161	186	1.132677063
162	186	0.186917418
163	186	-1.365977281
164	186	1.941326333
165	186	0.942343737
166	186	-0.760267167
167	186	-0.112117751
168	186	5.533910143
169	186	2.693182608
170	186	4.721591269
171	186	2.747467648
172	186	1.247866367
173	186	4.286731548
174	186	1.538201997
175	186	-1.075727491
176	186	-0.554928754
177	186	-1.760610025
178	186	-0.454073507
179	186	-1.519408439
180	186	2.089084447
0	187	-1.896028482
1	187	-1.431303724
2	187	-1.99807175
3	187	0.062683026
4	187	-2.332402773
5	187	5.311393021
6	187	-0.213630592
7	187	0.321199897
8	187	4.803415983
9	187	3.336200956
10	187	3.17283074
11	187	3.031493729
12	187	2.856112258
13	187	0.985509526
14	187	2.271268761
15	187	5.705097326
16	187	5.063795628
17	187	4.144292278
18	187	4.044526477
19	187	4.240946188
20	187	4.004810768
21	187	1.483767818
22	187	5.539379825
23	187	2.209667891
24	187	2.651279082
25	187	0.87032116
26	187	3.461451861
27	187	2.117301571
28	187	-2.392771772
29	187	0.822735133
30	187	2.845458679
31	187	5.758937452
32	187	-8.873488615
33	187	-4.634399971
34	187	-2.081258529
35	187	-1.722837317
36	187	1.951678733
37	187	-1.053862619
38	187	-0.452111777
39	187	-0.674780587
40	187	-0.140935196
41	187	1.078865691
42	187	1.846354717
43	187	-0.621650528
